sequence_id,timestep,ear,label
manual_20260411_000331_seq_00010,4,0.434875,0
manual_20260411_000331_seq_00010,5,0.396825,0
manual_20260411_000331_seq_00010,6,0.396825,0
manual_20260411_000331_seq_00010,7,0.423906,0
manual_20260411_000331_seq_00010,8,0.304374,0
manual_20260411_000331_seq_00010,9,0.304374,0
manual_20260411_000331_seq_00010,10,0.392241,0
manual_20260411_000331_seq_00010,11,0.392241,0
manual_20260411_000331_seq_00010,12,0.392241,0
manual_20260411_000331_seq_00010,13,0.376249,0
manual_20260411_000331_seq_00010,14,0.384247,0
manual_20260411_000331_seq_00010,15,0.353054,0
manual_20260411_000331_seq_00011,0,0.434875,0
manual_20260411_000331_seq_00011,1,0.396825,0
manual_20260411_000331_seq_00011,2,0.396825,0
manual_20260411_000331_seq_00011,3,0.423906,0
manual_20260411_000331_seq_00011,4,0.304374,0
manual_20260411_000331_seq_00011,5,0.304374,0
manual_20260411_000331_seq_00011,6,0.392241,0
manual_20260411_000331_seq_00011,7,0.392241,0
manual_20260411_000331_seq_00011,8,0.392241,0
manual_20260411_000331_seq_00011,9,0.376249,0
manual_20260411_000331_seq_00011,10,0.384247,0
manual_20260411_000331_seq_00011,11,0.353054,0
manual_20260411_000331_seq_00011,12,0.353054,0
manual_20260411_000331_seq_00011,13,0.419038,0
manual_20260411_000331_seq_00011,14,0.419038,0
manual_20260411_000331_seq_00011,15,0.373965,0
manual_20260411_000331_seq_00012,0,0.304374,0
manual_20260411_000331_seq_00012,1,0.304374,0
manual_20260411_000331_seq_00012,2,0.392241,0
manual_20260411_000331_seq_00012,3,0.392241,0
manual_20260411_000331_seq_00012,4,0.392241,0
manual_20260411_000331_seq_00012,5,0.376249,0
manual_20260411_000331_seq_00012,6,0.384247,0
manual_20260411_000331_seq_00012,7,0.353054,0
manual_20260411_000331_seq_00012,8,0.353054,0
manual_20260411_000331_seq_00012,9,0.419038,0
manual_20260411_000331_seq_00012,10,0.419038,0
manual_20260411_000331_seq_00012,11,0.373965,0
manual_20260411_000331_seq_00012,12,0.373965,0
manual_20260411_000331_seq_00012,13,0.297419,0
manual_20260411_000331_seq_00012,14,0.297419,0
manual_20260411_000331_seq_00012,15,0.384247,0
manual_20260411_000331_seq_00013,0,0.392241,0
manual_20260411_000331_seq_00013,1,0.376249,0
manual_20260411_000331_seq_00013,2,0.384247,0
manual_20260411_000331_seq_00013,3,0.353054,0
manual_20260411_000331_seq_00013,4,0.353054,0
manual_20260411_000331_seq_00013,5,0.419038,0
manual_20260411_000331_seq_00013,6,0.419038,0
manual_20260411_000331_seq_00013,7,0.373965,0
manual_20260411_000331_seq_00013,8,0.373965,0
manual_20260411_000331_seq_00013,9,0.297419,0
manual_20260411_000331_seq_00013,10,0.297419,0
manual_20260411_000331_seq_00013,11,0.384247,0
manual_20260411_000331_seq_00013,12,0.383092,0
manual_20260411_000331_seq_00013,13,0.383092,0
manual_20260411_000331_seq_00013,14,0.389544,0
manual_20260411_000331_seq_00013,15,0.389544,0
manual_20260411_000331_seq_00014,0,0.353054,0
manual_20260411_000331_seq_00014,1,0.419038,0
manual_20260411_000331_seq_00014,2,0.419038,0
manual_20260411_000331_seq_00014,3,0.373965,0
manual_20260411_000331_seq_00014,4,0.373965,0
manual_20260411_000331_seq_00014,5,0.297419,0
manual_20260411_000331_seq_00014,6,0.297419,0
manual_20260411_000331_seq_00014,7,0.384247,0
manual_20260411_000331_seq_00014,8,0.383092,0
manual_20260411_000331_seq_00014,9,0.383092,0
manual_20260411_000331_seq_00014,10,0.389544,0
manual_20260411_000331_seq_00014,11,0.389544,0
manual_20260411_000331_seq_00014,12,0.416802,0
manual_20260411_000331_seq_00014,13,0.416802,0
manual_20260411_000331_seq_00014,14,0.293525,0
manual_20260411_000331_seq_00014,15,0.293525,0
manual_20260411_000331_seq_00015,0,0.373965,0
manual_20260411_000331_seq_00015,1,0.297419,0
manual_20260411_000331_seq_00015,2,0.297419,0
manual_20260411_000331_seq_00015,3,0.384247,0
manual_20260411_000331_seq_00015,4,0.383092,0
manual_20260411_000331_seq_00015,5,0.383092,0
manual_20260411_000331_seq_00015,6,0.389544,0
manual_20260411_000331_seq_00015,7,0.389544,0
manual_20260411_000331_seq_00015,8,0.416802,0
manual_20260411_000331_seq_00015,9,0.416802,0
manual_20260411_000331_seq_00015,10,0.293525,0
manual_20260411_000331_seq_00015,11,0.293525,0
manual_20260411_000331_seq_00015,12,0.385488,0
manual_20260411_000331_seq_00015,13,0.402704,0
manual_20260411_000331_seq_00015,14,0.402704,0
manual_20260411_000331_seq_00015,15,0.379256,0
manual_20260411_000331_seq_00016,0,0.383092,0
manual_20260411_000331_seq_00016,1,0.383092,0
manual_20260411_000331_seq_00016,2,0.389544,0
manual_20260411_000331_seq_00016,3,0.389544,0
manual_20260411_000331_seq_00016,4,0.416802,0
manual_20260411_000331_seq_00016,5,0.416802,0
manual_20260411_000331_seq_00016,6,0.293525,0
manual_20260411_000331_seq_00016,7,0.293525,0
manual_20260411_000331_seq_00016,8,0.385488,0
manual_20260411_000331_seq_00016,9,0.402704,0
manual_20260411_000331_seq_00016,10,0.402704,0
manual_20260411_000331_seq_00016,11,0.379256,0
manual_20260411_000331_seq_00016,12,0.379256,0
manual_20260411_000331_seq_00016,13,0.340129,0
manual_20260411_000331_seq_00016,14,0.340129,0
manual_20260411_000331_seq_00016,15,0.293808,0
manual_20260411_000331_seq_00017,0,0.416802,0
manual_20260411_000331_seq_00017,1,0.416802,0
manual_20260411_000331_seq_00017,2,0.293525,0
manual_20260411_000331_seq_00017,3,0.293525,0
manual_20260411_000331_seq_00017,4,0.385488,0
manual_20260411_000331_seq_00017,5,0.402704,0
manual_20260411_000331_seq_00017,6,0.402704,0
manual_20260411_000331_seq_00017,7,0.379256,0
manual_20260411_000331_seq_00017,8,0.379256,0
manual_20260411_000331_seq_00017,9,0.340129,0
manual_20260411_000331_seq_00017,10,0.340129,0
manual_20260411_000331_seq_00017,11,0.293808,0
manual_20260411_000331_seq_00017,12,0.376543,0
manual_20260411_000331_seq_00017,13,0.376543,0
manual_20260411_000331_seq_00017,14,0.327304,0
manual_20260411_000331_seq_00017,15,0.327304,0
manual_20260411_000331_seq_00018,0,0.385488,0
manual_20260411_000331_seq_00018,1,0.402704,0
manual_20260411_000331_seq_00018,2,0.402704,0
manual_20260411_000331_seq_00018,3,0.379256,0
manual_20260411_000331_seq_00018,4,0.379256,0
manual_20260411_000331_seq_00018,5,0.340129,0
manual_20260411_000331_seq_00018,6,0.340129,0
manual_20260411_000331_seq_00018,7,0.293808,0
manual_20260411_000331_seq_00018,8,0.376543,0
manual_20260411_000331_seq_00018,9,0.376543,0
manual_20260411_000331_seq_00018,10,0.327304,0
manual_20260411_000331_seq_00018,11,0.327304,0
manual_20260411_000331_seq_00018,12,0.425758,0
manual_20260411_000331_seq_00018,13,0.425758,0
manual_20260411_000331_seq_00018,14,0.397167,0
manual_20260411_000331_seq_00018,15,0.397167,0
manual_20260411_000331_seq_00019,0,0.379256,0
manual_20260411_000331_seq_00019,1,0.340129,0
manual_20260411_000331_seq_00019,2,0.340129,0
manual_20260411_000331_seq_00019,3,0.293808,0
manual_20260411_000331_seq_00019,4,0.376543,0
manual_20260411_000331_seq_00019,5,0.376543,0
manual_20260411_000331_seq_00019,6,0.327304,0
manual_20260411_000331_seq_00019,7,0.327304,0
manual_20260411_000331_seq_00019,8,0.425758,0
manual_20260411_000331_seq_00019,9,0.425758,0
manual_20260411_000331_seq_00019,10,0.397167,0
manual_20260411_000331_seq_00019,11,0.397167,0
manual_20260411_000331_seq_00019,12,0.325158,0
manual_20260411_000331_seq_00019,13,0.352758,0
manual_20260411_000331_seq_00019,14,0.352758,0
manual_20260411_000331_seq_00019,15,0.396465,0
manual_20260411_000331_seq_00020,0,0.376543,0
manual_20260411_000331_seq_00020,1,0.376543,0
manual_20260411_000331_seq_00020,2,0.327304,0
manual_20260411_000331_seq_00020,3,0.327304,0
manual_20260411_000331_seq_00020,4,0.425758,0
manual_20260411_000331_seq_00020,5,0.425758,0
manual_20260411_000331_seq_00020,6,0.397167,0
manual_20260411_000331_seq_00020,7,0.397167,0
manual_20260411_000331_seq_00020,8,0.325158,0
manual_20260411_000331_seq_00020,9,0.352758,0
manual_20260411_000331_seq_00020,10,0.352758,0
manual_20260411_000331_seq_00020,11,0.396465,0
manual_20260411_000331_seq_00020,12,0.396465,0
manual_20260411_000331_seq_00020,13,0.410755,0
manual_20260411_000331_seq_00020,14,0.410755,0
manual_20260411_000331_seq_00020,15,0.410901,0
manual_20260411_000331_seq_00021,0,0.425758,0
manual_20260411_000331_seq_00021,1,0.425758,0
manual_20260411_000331_seq_00021,2,0.397167,0
manual_20260411_000331_seq_00021,3,0.397167,0
manual_20260411_000331_seq_00021,4,0.325158,0
manual_20260411_000331_seq_00021,5,0.352758,0
manual_20260411_000331_seq_00021,6,0.352758,0
manual_20260411_000331_seq_00021,7,0.396465,0
manual_20260411_000331_seq_00021,8,0.396465,0
manual_20260411_000331_seq_00021,9,0.410755,0
manual_20260411_000331_seq_00021,10,0.410755,0
manual_20260411_000331_seq_00021,11,0.410901,0
manual_20260411_000331_seq_00021,12,0.410901,0
manual_20260411_000331_seq_00021,13,0.305275,0
manual_20260411_000331_seq_00021,14,0.305275,0
manual_20260411_000331_seq_00021,15,0.395062,0
manual_20260411_000331_seq_00022,0,0.325158,0
manual_20260411_000331_seq_00022,1,0.352758,0
manual_20260411_000331_seq_00022,2,0.352758,0
manual_20260411_000331_seq_00022,3,0.396465,0
manual_20260411_000331_seq_00022,4,0.396465,0
manual_20260411_000331_seq_00022,5,0.410755,0
manual_20260411_000331_seq_00022,6,0.410755,0
manual_20260411_000331_seq_00022,7,0.410901,0
manual_20260411_000331_seq_00022,8,0.410901,0
manual_20260411_000331_seq_00022,9,0.305275,0
manual_20260411_000331_seq_00022,10,0.305275,0
manual_20260411_000331_seq_00022,11,0.395062,0
manual_20260411_000331_seq_00022,12,0.387663,0
manual_20260411_000331_seq_00022,13,0.387663,0
manual_20260411_000331_seq_00022,14,0.411111,0
manual_20260411_000331_seq_00022,15,0.411111,0
manual_20260411_000331_seq_00023,0,0.396465,0
manual_20260411_000331_seq_00023,1,0.410755,0
manual_20260411_000331_seq_00023,2,0.410755,0
manual_20260411_000331_seq_00023,3,0.410901,0
manual_20260411_000331_seq_00023,4,0.410901,0
manual_20260411_000331_seq_00023,5,0.305275,0
manual_20260411_000331_seq_00023,6,0.305275,0
manual_20260411_000331_seq_00023,7,0.395062,0
manual_20260411_000331_seq_00023,8,0.387663,0
manual_20260411_000331_seq_00023,9,0.387663,0
manual_20260411_000331_seq_00023,10,0.411111,0
manual_20260411_000331_seq_00023,11,0.411111,0
manual_20260411_000331_seq_00023,12,0.367086,0
manual_20260411_000331_seq_00023,13,0.367086,0
manual_20260411_000331_seq_00023,14,0.372663,0
manual_20260411_000331_seq_00023,15,0.372663,0
manual_20260411_000331_seq_00024,0,0.410901,0
manual_20260411_000331_seq_00024,1,0.305275,0
manual_20260411_000331_seq_00024,2,0.305275,0
manual_20260411_000331_seq_00024,3,0.395062,0
manual_20260411_000331_seq_00024,4,0.387663,0
manual_20260411_000331_seq_00024,5,0.387663,0
manual_20260411_000331_seq_00024,6,0.411111,0
manual_20260411_000331_seq_00024,7,0.411111,0
manual_20260411_000331_seq_00024,8,0.367086,0
manual_20260411_000331_seq_00024,9,0.367086,0
manual_20260411_000331_seq_00024,10,0.372663,0
manual_20260411_000331_seq_00024,11,0.372663,0
manual_20260411_000331_seq_00024,12,0.403498,0
manual_20260411_000331_seq_00024,13,0.403498,0
manual_20260411_000331_seq_00024,14,0.426587,0
manual_20260411_000331_seq_00024,15,0.442747,0
manual_20260411_000331_seq_00025,0,0.387663,0
manual_20260411_000331_seq_00025,1,0.387663,0
manual_20260411_000331_seq_00025,2,0.411111,0
manual_20260411_000331_seq_00025,3,0.411111,0
manual_20260411_000331_seq_00025,4,0.367086,0
manual_20260411_000331_seq_00025,5,0.367086,0
manual_20260411_000331_seq_00025,6,0.372663,0
manual_20260411_000331_seq_00025,7,0.372663,0
manual_20260411_000331_seq_00025,8,0.403498,0
manual_20260411_000331_seq_00025,9,0.403498,0
manual_20260411_000331_seq_00025,10,0.426587,0
manual_20260411_000331_seq_00025,11,0.442747,0
manual_20260411_000331_seq_00025,12,0.442747,0
manual_20260411_000331_seq_00025,13,0.261422,0
manual_20260411_000331_seq_00025,14,0.261422,0
manual_20260411_000331_seq_00025,15,0.416192,0
manual_20260411_000331_seq_00026,0,0.367086,0
manual_20260411_000331_seq_00026,1,0.367086,0
manual_20260411_000331_seq_00026,2,0.372663,0
manual_20260411_000331_seq_00026,3,0.372663,0
manual_20260411_000331_seq_00026,4,0.403498,0
manual_20260411_000331_seq_00026,5,0.403498,0
manual_20260411_000331_seq_00026,6,0.426587,0
manual_20260411_000331_seq_00026,7,0.442747,0
manual_20260411_000331_seq_00026,8,0.442747,0
manual_20260411_000331_seq_00026,9,0.261422,0
manual_20260411_000331_seq_00026,10,0.261422,0
manual_20260411_000331_seq_00026,11,0.416192,0
manual_20260411_000331_seq_00026,12,0.416192,0
manual_20260411_000331_seq_00026,13,0.377648,0
manual_20260411_000331_seq_00026,14,0.393993,0
manual_20260411_000331_seq_00026,15,0.393993,0
manual_20260411_000331_seq_00027,0,0.403498,0
manual_20260411_000331_seq_00027,1,0.403498,0
manual_20260411_000331_seq_00027,2,0.426587,0
manual_20260411_000331_seq_00027,3,0.442747,0
manual_20260411_000331_seq_00027,4,0.442747,0
manual_20260411_000331_seq_00027,5,0.261422,0
manual_20260411_000331_seq_00027,6,0.261422,0
manual_20260411_000331_seq_00027,7,0.416192,0
manual_20260411_000331_seq_00027,8,0.416192,0
manual_20260411_000331_seq_00027,9,0.377648,0
manual_20260411_000331_seq_00027,10,0.393993,0
manual_20260411_000331_seq_00027,11,0.393993,0
manual_20260411_000331_seq_00027,12,0.388889,0
manual_20260411_000331_seq_00027,13,0.388889,0
manual_20260411_000331_seq_00027,14,0.333139,0
manual_20260411_000331_seq_00027,15,0.333139,0
manual_20260411_000331_seq_00028,0,0.442747,0
manual_20260411_000331_seq_00028,1,0.261422,0
manual_20260411_000331_seq_00028,2,0.261422,0
manual_20260411_000331_seq_00028,3,0.416192,0
manual_20260411_000331_seq_00028,4,0.416192,0
manual_20260411_000331_seq_00028,5,0.377648,0
manual_20260411_000331_seq_00028,6,0.393993,0
manual_20260411_000331_seq_00028,7,0.393993,0
manual_20260411_000331_seq_00028,8,0.388889,0
manual_20260411_000331_seq_00028,9,0.388889,0
manual_20260411_000331_seq_00028,10,0.333139,0
manual_20260411_000331_seq_00028,11,0.333139,0
manual_20260411_000331_seq_00028,12,0.333978,0
manual_20260411_000331_seq_00028,13,0.333978,0
manual_20260411_000331_seq_00028,14,0.389067,0
manual_20260411_000331_seq_00028,15,0.389067,0
manual_20260411_000331_seq_00029,0,0.416192,0
manual_20260411_000331_seq_00029,1,0.377648,0
manual_20260411_000331_seq_00029,2,0.393993,0
manual_20260411_000331_seq_00029,3,0.393993,0
manual_20260411_000331_seq_00029,4,0.388889,0
manual_20260411_000331_seq_00029,5,0.388889,0
manual_20260411_000331_seq_00029,6,0.333139,0
manual_20260411_000331_seq_00029,7,0.333139,0
manual_20260411_000331_seq_00029,8,0.333978,0
manual_20260411_000331_seq_00029,9,0.333978,0
manual_20260411_000331_seq_00029,10,0.389067,0
manual_20260411_000331_seq_00029,11,0.389067,0
manual_20260411_000331_seq_00029,12,0.333691,0
manual_20260411_000331_seq_00029,13,0.333691,0
manual_20260411_000331_seq_00029,14,0.358686,0
manual_20260411_000331_seq_00029,15,0.358686,0
manual_20260411_000331_seq_00030,0,0.388889,0
manual_20260411_000331_seq_00030,1,0.388889,0
manual_20260411_000331_seq_00030,2,0.333139,0
manual_20260411_000331_seq_00030,3,0.333139,0
manual_20260411_000331_seq_00030,4,0.333978,0
manual_20260411_000331_seq_00030,5,0.333978,0
manual_20260411_000331_seq_00030,6,0.389067,0
manual_20260411_000331_seq_00030,7,0.389067,0
manual_20260411_000331_seq_00030,8,0.333691,0
manual_20260411_000331_seq_00030,9,0.333691,0
manual_20260411_000331_seq_00030,10,0.358686,0
manual_20260411_000331_seq_00030,11,0.358686,0
manual_20260411_000331_seq_00030,12,0.424868,0
manual_20260411_000331_seq_00030,13,0.424868,0
manual_20260411_000331_seq_00030,14,0.417195,0
manual_20260411_000331_seq_00030,15,0.417195,0
manual_20260411_000331_seq_00031,0,0.333978,0
manual_20260411_000331_seq_00031,1,0.333978,0
manual_20260411_000331_seq_00031,2,0.389067,0
manual_20260411_000331_seq_00031,3,0.389067,0
manual_20260411_000331_seq_00031,4,0.333691,0
manual_20260411_000331_seq_00031,5,0.333691,0
manual_20260411_000331_seq_00031,6,0.358686,0
manual_20260411_000331_seq_00031,7,0.358686,0
manual_20260411_000331_seq_00031,8,0.424868,0
manual_20260411_000331_seq_00031,9,0.424868,0
manual_20260411_000331_seq_00031,10,0.417195,0
manual_20260411_000331_seq_00031,11,0.417195,0
manual_20260411_000331_seq_00031,12,0.376466,0
manual_20260411_000331_seq_00031,13,0.376466,0
manual_20260411_000331_seq_00031,14,0.42263,0
manual_20260411_000331_seq_00031,15,0.42263,0
manual_20260411_000331_seq_00032,0,0.333691,0
manual_20260411_000331_seq_00032,1,0.333691,0
manual_20260411_000331_seq_00032,2,0.358686,0
manual_20260411_000331_seq_00032,3,0.358686,0
manual_20260411_000331_seq_00032,4,0.424868,0
manual_20260411_000331_seq_00032,5,0.424868,0
manual_20260411_000331_seq_00032,6,0.417195,0
manual_20260411_000331_seq_00032,7,0.417195,0
manual_20260411_000331_seq_00032,8,0.376466,0
manual_20260411_000331_seq_00032,9,0.376466,0
manual_20260411_000331_seq_00032,10,0.42263,0
manual_20260411_000331_seq_00032,11,0.42263,0
manual_20260411_000331_seq_00032,12,0.40547,0
manual_20260411_000331_seq_00032,13,0.40547,0
manual_20260411_000331_seq_00032,14,0.408897,0
manual_20260411_000331_seq_00032,15,0.408897,0
manual_20260411_000331_seq_00033,0,0.424868,0
manual_20260411_000331_seq_00033,1,0.424868,0
manual_20260411_000331_seq_00033,2,0.417195,0
manual_20260411_000331_seq_00033,3,0.417195,0
manual_20260411_000331_seq_00033,4,0.376466,0
manual_20260411_000331_seq_00033,5,0.376466,0
manual_20260411_000331_seq_00033,6,0.42263,0
manual_20260411_000331_seq_00033,7,0.42263,0
manual_20260411_000331_seq_00033,8,0.40547,0
manual_20260411_000331_seq_00033,9,0.40547,0
manual_20260411_000331_seq_00033,10,0.408897,0
manual_20260411_000331_seq_00033,11,0.408897,0
manual_20260411_000331_seq_00033,12,0.397661,0
manual_20260411_000331_seq_00033,13,0.384347,0
manual_20260411_000331_seq_00033,14,0.384347,0
manual_20260411_000331_seq_00033,15,0.431866,0
manual_20260411_000331_seq_00034,0,0.376466,0
manual_20260411_000331_seq_00034,1,0.376466,0
manual_20260411_000331_seq_00034,2,0.42263,0
manual_20260411_000331_seq_00034,3,0.42263,0
manual_20260411_000331_seq_00034,4,0.40547,0
manual_20260411_000331_seq_00034,5,0.40547,0
manual_20260411_000331_seq_00034,6,0.408897,0
manual_20260411_000331_seq_00034,7,0.408897,0
manual_20260411_000331_seq_00034,8,0.397661,0
manual_20260411_000331_seq_00034,9,0.384347,0
manual_20260411_000331_seq_00034,10,0.384347,0
manual_20260411_000331_seq_00034,11,0.431866,0
manual_20260411_000331_seq_00034,12,0.431866,0
manual_20260411_000331_seq_00034,13,0.434125,0
